city,date,aqi,quality_level,pm25,pm10,no2,so2,co,o3
上海,2023-10-13,29.0,excellent,15.0,21.0,29.0,5.0,0.64,75.0
上海,2023-10-14,69.0,good,49.0,56.0,50.0,7.0,0.93,62.0
上海,2023-10-15,80.0,good,59.0,75.0,53.0,7.0,0.91,71.0
上海,2023-10-16,87.0,good,64.0,86.0,57.0,8.0,1.1,76.0
上海,2023-10-17,66.0,good,47.0,60.0,47.0,7.0,0.8,82.0
上海,2023-10-18,54.0,good,32.0,47.0,31.0,7.0,0.68,112.0
上海,2023-10-19,71.0,good,46.0,71.0,46.0,8.0,0.83,108.0
上海,2023-10-20,31.0,excellent,18.0,23.0,29.0,6.0,0.65,70.0
上海,2023-11-01,39.0,excellent,18.0,38.0,29.0,7.0,0.6,88.0
上海,2023-11-02,34.0,excellent,12.0,30.0,22.0,6.0,0.6,92.0
上海,2023-11-03,48.0,excellent,24.0,50.0,34.0,7.0,0.65,80.0
上海,2023-11-04,30.0,excellent,17.0,28.0,27.0,6.0,0.58,42.0
上海,2023-11-05,23.0,excellent,9.0,21.0,15.0,6.0,0.56,62.0
上海,2023-11-06,34.0,excellent,19.0,34.0,22.0,7.0,0.71,52.0
上海,2023-11-07,53.0,good,23.0,56.0,38.0,8.0,0.68,49.0
上海,2023-11-08,48.0,excellent,23.0,50.0,38.0,7.0,0.61,59.0
上海,2023-11-09,57.0,good,35.0,59.0,50.0,8.0,0.79,32.0
上海,2023-11-10,29.0,excellent,18.0,22.0,17.0,6.0,0.6,69.0
上海,2023-11-11,28.0,excellent,9.0,28.0,17.0,6.0,0.5,65.0
上海,2023-11-12,38.0,excellent,24.0,35.0,23.0,6.0,0.65,53.0
上海,2023-11-13,32.0,excellent,20.0,31.0,30.0,7.0,0.65,46.0
上海,2023-11-14,51.0,good,31.0,55.0,52.0,8.0,0.8,35.0
上海,2023-11-15,98.0,good,73.0,103.0,73.0,10.0,1.12,48.0
上海,2023-11-16,94.0,good,68.0,87.0,52.0,7.0,0.93,49.0
上海,2023-11-17,90.0,good,29.0,129.0,37.0,8.0,0.65,43.0
上海,2023-11-18,52.0,good,23.0,57.0,46.0,9.0,0.78,34.0
上海,2023-11-19,64.0,good,40.0,79.0,68.0,8.0,0.84,33.0
上海,2023-11-20,88.0,good,65.0,112.0,80.0,10.0,1.08,47.0
上海,2023-11-21,66.0,good,46.0,72.0,60.0,8.0,0.78,73.0
上海,2023-11-22,56.0,good,38.0,59.0,59.0,7.0,0.74,69.0
上海,2023-11-23,118.0,lightly_polluted,88.0,132.0,69.0,11.0,1.13,60.0
上海,2023-11-24,33.0,excellent,13.0,33.0,26.0,7.0,0.64,57.0
上海,2023-11-25,28.0,excellent,10.0,28.0,34.0,6.0,0.55,47.0
上海,2023-11-26,40.0,excellent,18.0,44.0,42.0,6.0,0.58,41.0
上海,2023-11-27,82.0,good,58.0,95.0,54.0,8.0,0.91,44.0
上海,2023-11-28,90.0,good,66.0,118.0,53.0,9.0,0.95,51.0
上海,2023-11-29,71.0,good,48.0,89.0,41.0,8.0,0.8,80.0
上海,2023-11-30,37.0,excellent,18.0,37.0,26.0,7.0,0.64,55.0
上海,2023-12-01,49.0,excellent,27.0,51.0,37.0,10.0,0.72,44.0
上海,2023-12-02,55.0,good,33.0,60.0,60.0,9.0,0.83,30.0
上海,2023-12-03,75.0,good,55.0,91.0,72.0,10.0,1.06,33.0
上海,2023-12-04,91.0,good,67.0,98.0,76.0,8.0,0.99,26.0
上海,2023-12-05,104.0,lightly_polluted,78.0,105.0,75.0,8.0,1.06,24.0
上海,2023-12-06,98.0,good,69.0,126.0,67.0,9.0,1.0,31.0
上海,2023-12-07,104.0,lightly_polluted,60.0,158.0,66.0,9.0,0.96,44.0
上海,2023-12-08,70.0,good,37.0,89.0,57.0,8.0,0.78,61.0
上海,2023-12-09,70.0,good,43.0,91.0,77.0,9.0,0.85,37.0
上海,2023-12-10,55.0,good,34.0,61.0,60.0,7.0,0.73,17.0
上海,2023-12-11,27.0,excellent,19.0,22.0,30.0,5.0,0.72,28.0
上海,2023-12-12,51.0,good,36.0,46.0,32.0,5.0,0.81,33.0
上海,2023-12-13,54.0,good,37.0,57.0,45.0,6.0,0.77,29.0
上海,2023-12-14,50.0,excellent,34.0,50.0,49.0,7.0,0.81,43.0
上海,2023-12-15,45.0,excellent,31.0,39.0,44.0,6.0,1.18,8.0
上海,2023-12-16,48.0,excellent,33.0,42.0,22.0,6.0,0.86,46.0
上海,2023-12-17,31.0,excellent,19.0,30.0,23.0,8.0,0.75,53.0
上海,2023-12-18,23.0,excellent,12.0,21.0,31.0,6.0,0.64,45.0
上海,2023-12-19,27.0,excellent,17.0,23.0,35.0,6.0,0.73,35.0
上海,2023-12-20,61.0,good,41.0,64.0,31.0,7.0,0.82,50.0
上海,2023-12-21,41.0,excellent,23.0,41.0,26.0,9.0,0.77,54.0
上海,2023-12-22,44.0,excellent,25.0,44.0,36.0,9.0,0.84,39.0
上海,2023-12-23,57.0,good,37.0,64.0,62.0,9.0,0.87,17.0
上海,2023-12-24,80.0,good,59.0,103.0,66.0,11.0,1.05,25.0
上海,2023-12-25,104.0,lightly_polluted,78.0,128.0,74.0,12.0,1.21,25.0
上海,2023-12-26,109.0,lightly_polluted,82.0,125.0,74.0,10.0,0.96,29.0
上海,2023-12-27,73.0,good,53.0,70.0,64.0,7.0,0.73,28.0
上海,2023-12-28,85.0,good,62.0,84.0,79.0,8.0,0.9,18.0
上海,2023-12-29,69.0,good,49.0,62.0,48.0,6.0,0.66,39.0
上海,2023-12-30,112.0,lightly_polluted,83.0,97.0,60.0,6.0,0.88,28.0
上海,2023-12-31,200.0,moderately_polluted,154.0,181.0,44.0,7.0,1.35,49.0
广州,2023-01-01,39.0,excellent,26.0,38.0,22.0,5.0,0.73,56.0
广州,2023-01-02,41.0,excellent,27.0,41.0,20.0,6.0,0.79,52.0
广州,2023-01-03,47.0,excellent,32.0,44.0,20.0,5.0,0.8,54.0
广州,2023-01-04,50.0,excellent,35.0,49.0,29.0,6.0,0.8,40.0
广州,2023-01-05,50.0,excellent,33.0,52.0,41.0,6.0,0.88,38.0
广州,2023-01-06,46.0,excellent,29.0,47.0,33.0,6.0,0.79,52.0
广州,2023-01-07,46.0,excellent,31.0,48.0,33.0,6.0,0.8,70.0
广州,2023-01-08,56.0,good,37.0,61.0,49.0,6.0,0.83,30.0
广州,2023-01-09,25.0,excellent,14.0,18.0,30.0,5.0,0.77,25.0
广州,2023-01-10,13.0,excellent,6.0,9.0,26.0,4.0,0.71,23.0
广州,2023-01-11,19.0,excellent,13.0,17.0,29.0,4.0,0.71,14.0
广州,2023-01-12,32.0,excellent,21.0,30.0,37.0,5.0,0.83,9.0
广州,2023-01-13,22.0,excellent,13.0,22.0,35.0,4.0,0.66,15.0
广州,2023-01-14,25.0,excellent,14.0,24.0,26.0,5.0,0.65,27.0
广州,2023-01-15,14.0,excellent,7.0,14.0,16.0,4.0,0.89,24.0
广州,2023-01-16,15.0,excellent,10.0,15.0,11.0,4.0,0.7,38.0
广州,2023-01-17,35.0,excellent,21.0,35.0,11.0,4.0,0.6,45.0
广州,2023-01-18,39.0,excellent,23.0,39.0,11.0,5.0,0.6,59.0
广州,2023-01-19,42.0,excellent,27.0,42.0,17.0,5.0,0.67,58.0
广州,2023-01-20,41.0,excellent,28.0,41.0,14.0,5.0,0.68,63.0
广州,2023-01-21,52.0,good,36.0,51.0,15.0,6.0,0.72,69.0
广州,2023-01-22,82.0,good,60.0,73.0,14.0,9.0,0.7,59.0
广州,2023-01-23,93.0,good,69.0,82.0,14.0,6.0,0.77,40.0
广州,2023-01-24,42.0,excellent,28.0,46.0,6.0,5.0,0.61,61.0
广州,2023-01-25,65.0,good,45.0,80.0,8.0,5.0,0.58,73.0
广州,2023-01-26,56.0,good,39.0,59.0,13.0,5.0,0.63,55.0
广州,2023-01-27,50.0,excellent,31.0,53.0,8.0,5.0,0.62,69.0
广州,2023-01-28,57.0,good,29.0,64.0,9.0,6.0,0.48,87.0
广州,2023-01-29,52.0,good,28.0,54.0,14.0,5.0,0.52,83.0
广州,2023-01-30,50.0,excellent,32.0,53.0,29.0,5.0,0.61,66.0
广州,2023-01-31,54.0,good,35.0,57.0,38.0,6.0,0.7,69.0
广州,2023-02-01,46.0,excellent,24.0,47.0,37.0,5.0,0.66,55.0
广州,2023-02-02,47.0,excellent,26.0,47.0,33.0,6.0,0.67,62.0
广州,2023-02-03,59.0,good,38.0,67.0,31.0,5.0,0.7,61.0
广州,2023-02-04,57.0,good,40.0,57.0,33.0,5.0,0.8,38.0
广州,2023-02-05,39.0,excellent,27.0,35.0,28.0,5.0,0.97,11.0
广州,2023-02-06,42.0,excellent,29.0,39.0,32.0,4.0,0.97,9.0
广州,2023-02-07,52.0,good,32.0,54.0,42.0,5.0,1.06,12.0
广州,2023-02-08,32.0,excellent,18.0,32.0,35.0,5.0,0.88,23.0
广州,2023-02-09,38.0,excellent,21.0,38.0,41.0,5.0,0.71,34.0
广州,2023-02-10,39.0,excellent,22.0,39.0,38.0,5.0,0.92,12.0
广州,2023-02-11,30.0,excellent,15.0,30.0,27.0,5.0,0.8,34.0
广州,2023-02-12,25.0,excellent,12.0,25.0,23.0,5.0,0.57,40.0
广州,2023-02-13,26.0,excellent,12.0,26.0,30.0,5.0,0.65,17.0
广州,2023-02-14,17.0,excellent,7.0,17.0,17.0,5.0,0.83,32.0
广州,2023-02-15,27.0,excellent,17.0,27.0,16.0,5.0,0.73,67.0
广州,2023-02-16,42.0,excellent,28.0,43.0,28.0,5.0,0.66,67.0
广州,2023-02-17,61.0,good,41.0,72.0,55.0,6.0,0.82,60.0
广州,2023-02-18,71.0,good,43.0,78.0,62.0,6.0,0.85,76.0
广州,2023-02-19,63.0,good,41.0,75.0,46.0,7.0,0.82,62.0
广州,2023-02-20,50.0,excellent,34.0,51.0,23.0,6.0,0.8,93.0
广州,2023-02-21,67.0,good,47.0,73.0,32.0,7.0,0.78,96.0
广州,2023-02-22,60.0,good,34.0,70.0,41.0,7.0,0.63,88.0
广州,2023-02-23,72.0,good,44.0,84.0,60.0,7.0,0.69,89.0
广州,2023-02-24,75.0,good,54.0,95.0,57.0,9.0,0.81,67.0
广州,2023-02-25,41.0,excellent,28.0,40.0,17.0,5.0,0.68,69.0
广州,2023-02-26,53.0,good,37.0,52.0,23.0,6.0,0.69,83.0
广州,2023-02-27,68.0,good,49.0,77.0,48.0,7.0,0.72,77.0
广州,2023-02-28,63.0,good,35.0,71.0,54.0,8.0,0.68,85.0
广州,2023-03-01,82.0,good,50.0,93.0,70.0,7.0,0.82,93.0
广州,2023-03-02,68.0,good,49.0,79.0,40.0,7.0,0.79,102.0
广州,2023-03-03,85.0,good,60.0,104.0,48.0,7.0,0.83,116.0
广州,2023-03-04,71.0,good,50.0,86.0,44.0,8.0,0.83,93.0
广州,2023-03-05,73.0,good,45.0,79.0,47.0,7.0,0.77,100.0
广州,2023-03-06,68.0,good,34.0,73.0,45.0,7.0,0.66,112.0
广州,2023-03-07,59.0,good,29.0,68.0,56.0,7.0,0.62,77.0
广州,2023-03-08,61.0,good,33.0,72.0,58.0,6.0,0.65,57.0
广州,2023-03-09,67.0,good,42.0,83.0,57.0,7.0,0.77,59.0
广州,2023-03-10,72.0,good,39.0,74.0,43.0,7.0,0.67,109.0
广州,2023-03-11,58.0,good,32.0,65.0,45.0,6.0,0.62,79.0
广州,2023-03-12,56.0,good,31.0,63.0,32.0,5.0,0.65,62.0
广州,2023-03-13,84.0,good,31.0,119.0,21.0,7.0,0.56,97.0
广州,2023-03-14,87.0,good,46.0,124.0,48.0,7.0,0.71,73.0
广州,2023-03-15,62.0,good,35.0,74.0,39.0,5.0,0.7,88.0
广州,2023-03-16,71.0,good,38.0,77.0,46.0,7.0,0.77,97.0
广州,2023-03-17,57.0,good,30.0,64.0,44.0,6.0,0.68,75.0
广州,2023-03-18,67.0,good,42.0,75.0,40.0,6.0,0.76,83.0
广州,2023-03-19,41.0,excellent,21.0,41.0,24.0,5.0,0.63,71.0
广州,2023-03-20,40.0,excellent,19.0,40.0,28.0,5.0,0.65,59.0
广州,2023-03-21,37.0,excellent,17.0,37.0,31.0,4.0,0.6,28.0
广州,2023-03-22,44.0,excellent,22.0,44.0,31.0,5.0,0.64,19.0
广州,2023-03-23,43.0,excellent,22.0,43.0,27.0,5.0,0.6,29.0
广州,2023-03-24,29.0,excellent,16.0,29.0,29.0,5.0,0.61,22.0
广州,2023-03-25,30.0,excellent,19.0,30.0,33.0,5.0,0.78,12.0
广州,2023-03-26,12.0,excellent,5.0,9.0,21.0,4.0,0.8,26.0
广州,2023-03-27,14.0,excellent,8.0,12.0,24.0,4.0,0.77,26.0
广州,2023-03-28,21.0,excellent,12.0,20.0,28.0,5.0,0.79,14.0
广州,2023-03-29,19.0,excellent,11.0,18.0,33.0,4.0,0.89,8.0
广州,2023-03-30,18.0,excellent,12.0,17.0,32.0,4.0,1.01,6.0
广州,2023-03-31,17.0,excellent,10.0,15.0,31.0,4.0,0.93,7.0
广州,2023-04-01,31.0,excellent,21.0,30.0,38.0,4.0,0.9,21.0
广州,2023-04-02,38.0,excellent,24.0,38.0,40.0,5.0,0.8,29.0
广州,2023-04-03,36.0,excellent,19.0,36.0,30.0,5.0,0.69,56.0
广州,2023-04-04,32.0,excellent,18.0,32.0,28.0,4.0,0.68,43.0
广州,2023-04-05,28.0,excellent,17.0,28.0,26.0,4.0,0.72,24.0
广州,2023-04-06,27.0,excellent,15.0,27.0,23.0,4.0,0.72,24.0
广州,2023-04-07,26.0,excellent,9.0,19.0,17.0,5.0,0.65,71.0
广州,2023-04-08,62.0,good,31.0,75.0,22.0,6.0,0.58,79.0
广州,2023-04-09,62.0,good,38.0,74.0,35.0,6.0,0.67,58.0
广州,2023-04-10,57.0,good,32.0,63.0,47.0,5.0,0.7,53.0
广州,2023-04-11,52.0,good,24.0,54.0,43.0,5.0,0.72,43.0
广州,2023-04-12,55.0,good,30.0,61.0,45.0,5.0,0.8,60.0
广州,2023-04-13,49.0,excellent,28.0,52.0,34.0,5.0,0.68,66.0
广州,2023-04-14,61.0,good,34.0,72.0,47.0,5.0,0.71,31.0
广州,2023-04-15,50.0,excellent,30.0,56.0,33.0,6.0,0.82,57.0
广州,2023-04-16,68.0,good,30.0,60.0,38.0,6.0,0.82,102.0
广州,2023-04-17,51.0,good,31.0,52.0,24.0,5.0,0.74,101.0
广州,2023-04-18,42.0,excellent,23.0,42.0,26.0,5.0,0.69,47.0
广州,2023-04-19,36.0,excellent,20.0,33.0,33.0,5.0,0.79,50.0
广州,2023-04-20,59.0,good,29.0,49.0,42.0,6.0,0.91,87.0
广州,2023-04-21,29.0,excellent,15.0,29.0,32.0,5.0,0.8,59.0
广州,2023-04-22,36.0,excellent,21.0,36.0,25.0,5.0,0.64,67.0
广州,2023-04-23,41.0,excellent,22.0,41.0,22.0,5.0,0.6,59.0
广州,2023-04-24,34.0,excellent,18.0,33.0,31.0,5.0,0.71,24.0
广州,2023-04-25,19.0,excellent,10.0,19.0,24.0,5.0,0.78,18.0
广州,2023-04-26,26.0,excellent,10.0,21.0,25.0,5.0,0.68,59.0
广州,2023-04-27,43.0,excellent,24.0,44.0,37.0,6.0,0.77,73.0
广州,2023-04-28,40.0,excellent,20.0,39.0,30.0,5.0,0.69,76.0
广州,2023-04-29,31.0,excellent,13.0,29.0,27.0,5.0,0.69,47.0
广州,2023-04-30,43.0,excellent,17.0,44.0,19.0,6.0,0.61,90.0
广州,2023-05-01,59.0,good,31.0,67.0,29.0,6.0,0.72,68.0
广州,2023-05-02,46.0,excellent,19.0,47.0,22.0,6.0,0.61,106.0
广州,2023-05-03,36.0,excellent,16.0,36.0,23.0,5.0,0.56,52.0
广州,2023-05-04,29.0,excellent,12.0,28.0,17.0,5.0,0.55,52.0
广州,2023-05-05,29.0,excellent,13.0,29.0,19.0,5.0,0.5,44.0
广州,2023-05-06,30.0,excellent,13.0,30.0,23.0,5.0,0.53,32.0
广州,2023-05-07,23.0,excellent,10.0,22.0,21.0,5.0,0.68,31.0
广州,2023-05-08,29.0,excellent,19.0,29.0,21.0,5.0,0.66,55.0
广州,2023-05-09,44.0,excellent,30.0,45.0,29.0,6.0,0.69,59.0
广州,2023-05-10,48.0,excellent,23.0,48.0,32.0,6.0,0.63,85.0
广州,2023-05-11,41.0,excellent,20.0,41.0,34.0,5.0,0.62,61.0
广州,2023-05-12,21.0,excellent,12.0,20.0,29.0,4.0,0.79,32.0
广州,2023-05-13,38.0,excellent,24.0,38.0,37.0,5.0,0.88,32.0
广州,2023-05-14,49.0,excellent,33.0,48.0,39.0,6.0,0.86,44.0
广州,2023-05-15,66.0,good,33.0,54.0,36.0,6.0,0.74,102.0
广州,2023-05-16,42.0,excellent,23.0,39.0,25.0,5.0,0.7,87.0
广州,2023-05-17,25.0,excellent,11.0,25.0,23.0,5.0,0.62,57.0
广州,2023-05-18,50.0,excellent,29.0,49.0,26.0,5.0,0.68,81.0
广州,2023-05-19,40.0,excellent,24.0,40.0,25.0,5.0,0.72,82.0
广州,2023-05-20,44.0,excellent,25.0,44.0,18.0,4.0,0.61,58.0
广州,2023-05-21,35.0,excellent,18.0,35.0,14.0,4.0,0.59,55.0
广州,2023-05-22,37.0,excellent,19.0,38.0,16.0,4.0,0.61,64.0
广州,2023-05-23,28.0,excellent,15.0,26.0,19.0,5.0,0.75,54.0
广州,2023-05-24,30.0,excellent,17.0,29.0,31.0,4.0,0.69,50.0
广州,2023-05-25,40.0,excellent,23.0,39.0,28.0,5.0,0.69,60.0
广州,2023-05-26,29.0,excellent,12.0,28.0,19.0,4.0,0.53,45.0
广州,2023-05-27,36.0,excellent,18.0,35.0,20.0,4.0,0.52,61.0
广州,2023-05-28,42.0,excellent,19.0,37.0,20.0,5.0,0.6,79.0
广州,2023-05-29,62.0,good,27.0,51.0,26.0,5.0,0.64,104.0
广州,2023-05-30,60.0,good,36.0,61.0,35.0,6.0,0.75,92.0
广州,2023-05-31,50.0,excellent,30.0,50.0,26.0,6.0,0.7,92.0
广州,2023-06-01,51.0,good,28.0,46.0,26.0,5.0,0.76,106.0
广州,2023-06-02,66.0,good,32.0,51.0,24.0,6.0,0.73,120.0
广州,2023-06-03,46.0,excellent,18.0,32.0,17.0,5.0,0.62,104.0
广州,2023-06-04,26.0,excellent,14.0,25.0,17.0,5.0,0.6,67.0
广州,2023-06-05,28.0,excellent,13.0,27.0,21.0,5.0,0.62,49.0
广州,2023-06-06,25.0,excellent,11.0,24.0,24.0,5.0,0.62,33.0
广州,2023-06-07,21.0,excellent,10.0,21.0,24.0,5.0,0.66,33.0
广州,2023-06-08,19.0,excellent,9.0,18.0,25.0,5.0,0.66,28.0
广州,2023-06-09,23.0,excellent,10.0,19.0,22.0,5.0,0.67,48.0
广州,2023-06-10,26.0,excellent,12.0,20.0,19.0,4.0,0.66,71.0
广州,2023-06-11,30.0,excellent,14.0,27.0,18.0,5.0,0.66,71.0
广州,2023-06-12,35.0,excellent,17.0,31.0,21.0,5.0,0.67,84.0
广州,2023-06-13,43.0,excellent,24.0,39.0,22.0,5.0,0.76,100.0
广州,2023-06-14,32.0,excellent,20.0,26.0,21.0,5.0,0.81,74.0
广州,2023-06-15,27.0,excellent,16.0,25.0,16.0,5.0,0.78,72.0
广州,2023-06-16,23.0,excellent,12.0,22.0,24.0,5.0,0.74,47.0
广州,2023-06-17,16.0,excellent,8.0,15.0,23.0,5.0,0.65,36.0
广州,2023-06-18,21.0,excellent,11.0,21.0,26.0,5.0,0.7,17.0
广州,2023-06-19,21.0,excellent,10.0,20.0,22.0,5.0,0.68,33.0
广州,2023-06-20,30.0,excellent,14.0,28.0,19.0,5.0,0.66,51.0
广州,2023-06-21,28.0,excellent,12.0,26.0,17.0,5.0,0.61,61.0
广州,2023-06-22,25.0,excellent,11.0,23.0,12.0,5.0,0.6,55.0
广州,2023-06-23,21.0,excellent,9.0,21.0,19.0,5.0,0.65,36.0
广州,2023-06-24,23.0,excellent,11.0,23.0,24.0,5.0,0.69,25.0
广州,2023-06-25,23.0,excellent,12.0,22.0,20.0,4.0,0.67,28.0
广州,2023-06-26,29.0,excellent,14.0,25.0,24.0,5.0,0.69,46.0
广州,2023-06-27,30.0,excellent,13.0,26.0,25.0,5.0,0.64,56.0
广州,2023-06-28,23.0,excellent,9.0,21.0,23.0,5.0,0.62,36.0
广州,2023-06-29,40.0,excellent,15.0,30.0,22.0,5.0,0.63,75.0
广州,2023-06-30,28.0,excellent,15.0,27.0,18.0,5.0,0.6,59.0
广州,2023-07-01,23.0,excellent,11.0,22.0,19.0,5.0,0.62,45.0
广州,2023-07-02,18.0,excellent,10.0,18.0,22.0,5.0,0.6,33.0
广州,2023-07-03,17.0,excellent,7.0,15.0,19.0,4.0,0.6,41.0
广州,2023-07-04,21.0,excellent,9.0,20.0,25.0,5.0,0.64,30.0
广州,2023-07-05,28.0,excellent,12.0,26.0,20.0,5.0,0.64,48.0
广州,2023-07-06,23.0,excellent,10.0,21.0,13.0,5.0,0.56,46.0
广州,2023-07-07,24.0,excellent,12.0,24.0,13.0,5.0,0.53,43.0
广州,2023-07-08,27.0,excellent,12.0,24.0,15.0,5.0,0.57,51.0
广州,2023-07-09,24.0,excellent,8.0,21.0,14.0,5.0,0.57,48.0
广州,2023-07-10,26.0,excellent,9.0,23.0,15.0,6.0,0.58,58.0
广州,2023-07-11,26.0,excellent,9.0,22.0,15.0,5.0,0.54,59.0
广州,2023-07-12,26.0,excellent,10.0,23.0,15.0,6.0,0.58,63.0
广州,2023-07-13,29.0,excellent,12.0,24.0,17.0,5.0,0.57,70.0
广州,2023-07-14,46.0,excellent,16.0,32.0,22.0,6.0,0.6,93.0
广州,2023-07-15,62.0,good,31.0,54.0,30.0,7.0,0.68,105.0
广州,2023-07-16,27.0,excellent,15.0,27.0,16.0,5.0,0.64,60.0
广州,2023-07-17,15.0,excellent,6.0,13.0,9.0,5.0,0.58,45.0
广州,2023-07-18,20.0,excellent,11.0,19.0,16.0,5.0,0.68,47.0
广州,2023-07-19,22.0,excellent,11.0,20.0,21.0,5.0,0.67,42.0
广州,2023-07-20,23.0,excellent,9.0,19.0,18.0,5.0,0.61,47.0
广州,2023-07-21,38.0,excellent,16.0,32.0,22.0,5.0,0.66,72.0
广州,2023-07-22,30.0,excellent,13.0,28.0,22.0,6.0,0.6,57.0
广州,2023-07-23,29.0,excellent,11.0,24.0,18.0,6.0,0.57,63.0
广州,2023-07-24,25.0,excellent,9.0,21.0,17.0,5.0,0.53,59.0
广州,2023-07-25,36.0,excellent,13.0,27.0,20.0,6.0,0.57,77.0
广州,2023-07-26,49.0,excellent,27.0,44.0,22.0,6.0,0.6,99.0
广州,2023-07-27,30.0,excellent,15.0,28.0,15.0,7.0,0.55,63.0
广州,2023-07-28,29.0,excellent,12.0,25.0,16.0,7.0,0.56,65.0
广州,2023-07-29,33.0,excellent,17.0,33.0,22.0,5.0,0.64,75.0
广州,2023-07-30,20.0,excellent,10.0,19.0,18.0,5.0,0.59,47.0
广州,2023-07-31,28.0,excellent,12.0,26.0,20.0,5.0,0.56,53.0
广州,2023-08-01,26.0,excellent,11.0,23.0,20.0,6.0,0.53,53.0
广州,2023-08-02,43.0,excellent,20.0,33.0,21.0,6.0,0.57,91.0
广州,2023-08-03,56.0,good,22.0,39.0,25.0,6.0,0.61,103.0
广州,2023-08-04,27.0,excellent,10.0,23.0,17.0,6.0,0.6,66.0
广州,2023-08-05,30.0,excellent,12.0,27.0,14.0,6.0,0.59,64.0
广州,2023-08-06,32.0,excellent,14.0,31.0,13.0,6.0,0.6,65.0
广州,2023-08-07,33.0,excellent,15.0,31.0,17.0,5.0,0.63,62.0
广州,2023-08-08,28.0,excellent,12.0,27.0,19.0,6.0,0.62,59.0
广州,2023-08-09,36.0,excellent,17.0,34.0,21.0,6.0,0.68,61.0
广州,2023-08-10,35.0,excellent,18.0,35.0,28.0,5.0,0.73,38.0
广州,2023-08-11,30.0,excellent,10.0,21.0,22.0,5.0,0.65,84.0
广州,2023-08-12,30.0,excellent,16.0,28.0,22.0,5.0,0.68,61.0
广州,2023-08-13,29.0,excellent,14.0,26.0,18.0,5.0,0.65,66.0
广州,2023-08-14,32.0,excellent,17.0,32.0,20.0,5.0,0.65,62.0
广州,2023-08-15,28.0,excellent,15.0,28.0,23.0,5.0,0.65,43.0
广州,2023-08-16,40.0,excellent,22.0,40.0,22.0,5.0,0.67,62.0
广州,2023-08-17,39.0,excellent,22.0,40.0,29.0,5.0,0.73,31.0
广州,2023-08-18,46.0,excellent,29.0,47.0,36.0,5.0,0.85,43.0
广州,2023-08-19,56.0,good,27.0,44.0,29.0,5.0,0.83,96.0
广州,2023-08-20,25.0,excellent,13.0,25.0,21.0,5.0,0.68,49.0
广州,2023-08-21,25.0,excellent,11.0,23.0,25.0,5.0,0.61,40.0
广州,2023-08-22,28.0,excellent,13.0,25.0,23.0,5.0,0.63,56.0
广州,2023-08-23,27.0,excellent,13.0,27.0,25.0,5.0,0.63,37.0
广州,2023-08-24,22.0,excellent,12.0,21.0,26.0,5.0,0.68,34.0
广州,2023-08-25,27.0,excellent,14.0,26.0,31.0,5.0,0.73,35.0
广州,2023-08-26,32.0,excellent,17.0,32.0,32.0,5.0,0.73,37.0
广州,2023-08-27,26.0,excellent,12.0,24.0,19.0,5.0,0.62,52.0
广州,2023-08-28,24.0,excellent,11.0,21.0,20.0,5.0,0.64,54.0
广州,2023-08-29,21.0,excellent,12.0,20.0,19.0,5.0,0.78,47.0
广州,2023-08-30,23.0,excellent,13.0,21.0,13.0,6.0,0.76,62.0
广州,2023-08-31,22.0,excellent,10.0,18.0,13.0,6.0,0.71,64.0
广州,2023-09-01,23.0,excellent,13.0,23.0,12.0,6.0,0.7,54.0
广州,2023-09-02,18.0,excellent,12.0,17.0,11.0,5.0,0.64,41.0
广州,2023-09-03,22.0,excellent,13.0,20.0,14.0,5.0,0.65,47.0
广州,2023-09-04,33.0,excellent,21.0,32.0,18.0,6.0,0.68,58.0
广州,2023-09-05,35.0,excellent,22.0,35.0,19.0,7.0,0.68,58.0
广州,2023-09-06,28.0,excellent,16.0,27.0,22.0,6.0,0.7,38.0
广州,2023-09-07,12.0,excellent,5.0,9.0,23.0,5.0,0.67,20.0
广州,2023-09-08,17.0,excellent,9.0,13.0,18.0,5.0,0.66,40.0
广州,2023-09-09,22.0,excellent,12.0,19.0,23.0,5.0,0.67,36.0
广州,2023-09-10,18.0,excellent,10.0,16.0,22.0,5.0,0.64,36.0
广州,2023-09-11,19.0,excellent,10.0,18.0,24.0,5.0,0.63,26.0
广州,2023-09-12,24.0,excellent,11.0,21.0,24.0,6.0,0.62,39.0
广州,2023-09-13,23.0,excellent,12.0,22.0,27.0,5.0,0.68,34.0
广州,2023-09-14,19.0,excellent,10.0,19.0,26.0,5.0,0.76,18.0
广州,2023-09-15,14.0,excellent,6.0,12.0,25.0,5.0,0.64,19.0
广州,2023-09-16,22.0,excellent,10.0,18.0,22.0,5.0,0.6,48.0
广州,2023-09-17,26.0,excellent,12.0,24.0,23.0,5.0,0.59,48.0
广州,2023-09-18,32.0,excellent,14.0,28.0,25.0,5.0,0.58,53.0
广州,2023-09-19,37.0,excellent,16.0,33.0,27.0,5.0,0.6,61.0
广州,2023-09-20,39.0,excellent,17.0,34.0,25.0,5.0,0.59,71.0
广州,2023-09-21,55.0,good,23.0,43.0,28.0,6.0,0.67,92.0
广州,2023-09-22,48.0,excellent,27.0,47.0,33.0,6.0,0.71,77.0
广州,2023-09-23,54.0,good,30.0,49.0,34.0,5.0,0.75,82.0
广州,2023-09-24,32.0,excellent,14.0,29.0,23.0,5.0,0.6,61.0
